left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Congr/Incongr,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,33,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.5128,social,1,0,1,0,1,,,,,,,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.0655,social,2,0,2,0,1,,,,,,,,,,,
A,B,55,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.0849,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5201,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,33,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.1098,social,1,0,1,0,1,,,,,,,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.1992,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.337,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.3534,social,0,0,0,0,1,,,,,,,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.0102,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7976,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.1591,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.7579,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.3667,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.1343,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5447,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.6523,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.6825,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.1274,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.1148,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.4642,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,66,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.3014,nonsocial,1,0,1,0,1,,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.4952,nonsocial,2,0,2,0,1,,,,,,,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7569,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.7446,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9729,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5672,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.3028,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.0573,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1004,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.4966,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.7235,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,20,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.6672,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8755,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,60,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2973,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,66,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.0541,nonsocial,3,0,3,0,1,Incongruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4133,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,43,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4389,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.2689,social,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5305,social,3,0,3,0,1,Incongruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,3.6212,social,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,43,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7139,social,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,85,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2161,social,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.7965,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.835,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,55,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.4182,social,1,0,1,0,1,,,,,,,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.946,social,2,0,2,0,1,,,,,,,,,,,
A,B,85,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.3119,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,85,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.97,social,0,0,0,0,1,,,,,,,,,,,
B,A,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,3.3312,social,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.9831,social,2,0,2,0,1,,,,,,,,,,,
B,A,55,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.9332,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,85,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.8231,social,0,0,0,0,1,,,,,,,,,,,
A,B,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.5332,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,43,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.8772,social,2,0,2,0,1,,,,,,,,,,,
A,B,55,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.6881,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,43,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.6163,social,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,85,B,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.8151,social,1,0,1,0,1,,,,,,,,,,,
B,A,55,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.0354,social,2,0,2,0,1,,,,,,,,,,,
B,A,33,A,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.9408,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,fegr98,001,2022-03-23_14h07.12.784,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
